Package,Version,Priority,Depends,Imports,LinkingTo,Suggests,Enhances,License,License_is_FOSS,License_restricts_use,OS_type,Archs,MD5sum,NeedsCompilation,Additional_repositories,Author,Authors@R,Biarch,BugReports,BuildKeepEmpty,BuildManual,BuildResaveData,BuildVignettes,Built,ByteCompile,Classification/ACM,Classification/ACM-2012,Classification/JEL,Classification/MSC,Classification/MSC-2010,Collate,Collate.unix,Collate.windows,Contact,Copyright,Date,Date/Publication,Description,Encoding,KeepSource,Language,LazyData,LazyDataCompression,LazyLoad,MailingList,Maintainer,Note,Packaged,RdMacros,StagedInstall,SysDataCompression,SystemRequirements,Title,Type,URL,UseLTO,VignetteBuilder,ZipData,Path,X-CRAN-Comment,Published,Reverse depends,Reverse imports,Reverse linking to,Reverse suggests,Reverse enhances,Deadline,DOI,ind_ggplot_depend_import_suggest,ind_gg,ind_ggplot_in_description,ind_extension_in_description,ext_score
scatterbar,0.1.0,NA,R (>= 3.5.0),"magrittr, dplyr, tidyr, ggplot2",NA,"knitr, rmarkdown, patchwork",NA,GPL-3,NA,NA,NA,NA,6d21946ee3416e5f9ce06d6960578bf5,no,NA,"Dee Velazquez [aut, cre] (<https://orcid.org/0009-0004-4380-4794>),
  Jean Fan [aut, rev] (<https://orcid.org/0000-0002-0212-5451>)","
    c(person(""Dee"", ""Velazquez"", email = ""dvelazq5@jhu.edu"", 
    role = c(""aut"", ""cre""), 
    comment = c(ORCID = ""0009-0004-4380-4794"")),
    person(""Jean"", ""Fan"", email = ""jeanfan@jhu.edu"", 
    role = c(""aut"", ""rev""), 
    comment = c(ORCID = ""0000-0002-0212-5451"")))",NA,https://github.com/JEFworks-Lab/scatterbar/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-25 11:50:02 UTC,"Provides a powerful and flexible tool for visualizing proportional data across spatially resolved contexts. By combining the concepts of scatter plots and stacked bar charts, 'scatterbar' allows users to create scattered bar chart plots, which effectively display the proportions of different categories at each (x, y) location. This visualization is particularly useful for applications where understanding the distribution of categories across spatial coordinates is essential. This package features automatic determination of optimal scaling factors based on data, customizable scaling and padding options for both x and y axes, flexibility to specify custom colors for each category, options to customize the legend title, and integration with 'ggplot2' for robust and high-quality visualizations. For more details, see Velazquez et al. (2024) <doi:10.1101/2024.08.14.606810>.",UTF-8,NA,NA,FALSE,NA,NA,NA,Dee Velazquez <dvelazq5@jhu.edu>,NA,2024-11-22 22:47:37 UTC; deev,NA,NA,NA,NA,Scattered Stacked Bar Chart Plots,Package,"https://github.com/JEFworks-Lab/scatterbar,
http://jef.works/scatterbar/",NA,knitr,NA,NA,NA,2024-11-25,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.scatterbar,TRUE,FALSE,TRUE,FALSE,1
sccore,1.0.5,NA,R (>= 3.5.0),"dplyr, ggplot2, ggrepel, graphics, grDevices, igraph, irlba,
magrittr, Matrix, methods, parallel, pbmcapply, pROC, Rcpp,
rlang, scales, stats, tibble, utils, uwot, withr","Rcpp, RcppArmadillo, RcppProgress, RcppEigen","ggrastr (>= 0.1.7), jsonlite, rmumps, testthat",NA,GPL-3,NA,NA,NA,NA,9aed0f3a67614c35ee12a50c0b5acbaf,yes,NA,"Viktor Petukhov [aut],
  Rasmus Rydbirk [aut],
  Peter Kharchenko [aut],
  Evan Biederstedt [aut, cre]","c(person(""Viktor"",""Petukhov"", email=""viktor.s.petuhov@ya.ru"", role=""aut""), person(""Rasmus"",""Rydbirk"", email=""rrydbirk@bmb.sdu.dk"", role=""aut""), person(""Peter"", ""Kharchenko"", email = ""peter_kharchenko@hms.harvard.edu"", role = ""aut""), person(""Evan"",""Biederstedt"", email=""evan.biederstedt@gmail.com"", role=c(""aut"", ""cre"")))",NA,https://github.com/kharchenkolab/sccore/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-02-23 00:00:02 UTC,"Core utilities for single-cell RNA-seq data analysis. Contained within are utility functions for working with differential expression (DE) matrices and count matrices, a collection of functions for manipulating and plotting data via 'ggplot2', and functions to work with cell graphs and cell embeddings. Graph-based methods include embedding kNN cell graphs into a UMAP <doi:10.21105/joss.00861>, collapsing vertices of each cluster in the graph, and propagating graph labels.",UTF-8,NA,NA,true,NA,NA,NA,Evan Biederstedt <evan.biederstedt@gmail.com>,NA,2024-02-22 23:19:51 UTC; evanbiederstedt,NA,NA,NA,NA,Core Utilities for Single-Cell RNA-Seq,NA,https://github.com/kharchenkolab/sccore,NA,NA,NA,NA,NA,2024-02-23,NA,"conos, CRMetrics, leidenAlg, pagoda2, scITD",NA,NA,NA,NA,10.32614/CRAN.package.sccore,TRUE,FALSE,TRUE,FALSE,1
see,0.11.0,NA,"graphics, grDevices, R (>= 4.0), stats","bayestestR (>= 0.15.2), correlation (>= 0.8.7), datawizard (>=
1.0.1), effectsize (>= 1.0.0), ggplot2 (>= 3.5.1), insight (>=
1.1.0), modelbased (>= 0.10.0), patchwork (>= 1.3.0),
parameters (>= 0.24.2), performance (>= 0.13.0)",NA,"BH, brms, collapse, curl, DHARMa, emmeans, factoextra,
Formula, ggdag, ggdist, ggraph, ggrepel, ggridges, ggside,
glmmTMB, grid, httr2, lavaan, lme4, logspline, marginaleffects,
MASS, mclogit, mclust, merDeriv, mgcv, metafor, NbClust,
nFactors, psych, qqplotr (>= 0.0.6), randomForest, RcppEigen,
rlang, rmarkdown, rstanarm, scales (>= 1.3.0), splines,
testthat (>= 3.2.1), tidygraph, vdiffr (>= 1.0.8)",NA,MIT + file LICENSE,NA,NA,NA,NA,80cc02a3f4737258586cf6f6c9562300,no,NA,"Daniel Lüdecke [aut, ctb] (<https://orcid.org/0000-0002-8895-3206>),
  Dominique Makowski [aut, inv] (<https://orcid.org/0000-0001-5375-9967>),
  Indrajeet Patil [aut, cre] (<https://orcid.org/0000-0003-1995-6531>),
  Mattan S. Ben-Shachar [aut, ctb]
    (<https://orcid.org/0000-0002-4287-4801>),
  Brenton M. Wiernik [aut, ctb] (<https://orcid.org/0000-0001-9560-6336>),
  Philip Waggoner [aut, ctb] (<https://orcid.org/0000-0002-7825-7573>),
  Jeffrey R. Stevens [ctb] (<https://orcid.org/0000-0003-2375-1360>),
  Matthew Smith [rev],
  Jakob Bossek [rev]","
    c(person(given = ""Daniel"",
             family = ""Lüdecke"",
             role = c(""aut"", ""ctb""),
             email = ""d.luedecke@uke.de"",
             comment = c(ORCID = ""0000-0002-8895-3206"")),
      person(given = ""Dominique"",
             family = ""Makowski"",
             role = c(""aut"", ""inv""),
             email = ""dom.makowski@gmail.com"",
             comment = c(ORCID = ""0000-0001-5375-9967"")),
      person(given = ""Indrajeet"",
             family = ""Patil"",
             role = c(""aut"", ""cre""),
             email = ""patilindrajeet.science@gmail.com"",
             comment = c(ORCID = ""0000-0003-1995-6531"")),
      person(given = ""Mattan S."",
             family = ""Ben-Shachar"",
             role = c(""aut"", ""ctb""),
             email = ""matanshm@post.bgu.ac.il"",
             comment = c(ORCID = ""0000-0002-4287-4801"")),
      person(given = ""Brenton M."",
             family = ""Wiernik"",
             role = c(""aut"", ""ctb""),
             email = ""brenton@wiernik.org"",
             comment = c(ORCID = ""0000-0001-9560-6336"")),
      person(given = ""Philip"",
             family = ""Waggoner"",
             role = c(""aut"", ""ctb""),
             email = ""philip.waggoner@gmail.com"",
             comment = c(ORCID = ""0000-0002-7825-7573"")),
      person(given = ""Jeffrey R."",
             family = ""Stevens"",
             role = ""ctb"",
             email = ""jeffrey.r.stevens@gmail.com"",
             comment = c(ORCID = ""0000-0003-2375-1360"")),
      person(given = ""Matthew"",
             family = ""Smith"",
             role = ""rev"",
             email = ""M.Smith3@napier.ac.uk""),
      person(given = ""Jakob"",
             family = ""Bossek"",
             role = ""rev"",
             email = ""bossek@wi.uni-muenster.de""))",NA,https://github.com/easystats/see/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-03-11 16:20:02 UTC,"Provides plotting utilities supporting packages in the 'easystats'
    ecosystem (<https://github.com/easystats/easystats>) and some extra themes,
    geoms, and scales for 'ggplot2'. Color scales are based on
    <https://materialui.co/>.
    References: Lüdecke et al. (2021) <doi:10.21105/joss.03393>.",UTF-8,NA,en-US,NA,NA,NA,NA,Indrajeet Patil <patilindrajeet.science@gmail.com>,NA,2025-03-10 20:36:02 UTC; indrajeetpatil,NA,NA,NA,NA,Model Visualisation Toolbox for 'easystats' and 'ggplot2',Package,https://easystats.github.io/see/,NA,NA,NA,NA,NA,2025-03-11,NA,"easystats, jsmodule",NA,"afex, bayestestR, bruceR, correlation, datawizard, effectsize, ggeffects, JSmediation, modelbased, parameters, performance, psycModel, regport, rempsyc",NA,NA,10.32614/CRAN.package.see,TRUE,FALSE,TRUE,FALSE,1
seecolor,0.2.0,NA,NA,"dplyr, crayon, purrr, stringr, rstudioapi, magrittr, ggplot2,
fansi",NA,"covr, knitr, rmarkdown",NA,MIT + file LICENSE,NA,NA,NA,NA,262d27186d660e74f43addfb502fdf04,no,NA,"Shangchen Song [aut, cre]","
    person(given = ""Shangchen"",
           family = ""Song"",
           role = c(""aut"", ""cre""),
           email = ""s.song@ufl.edu"")",NA,https://github.com/lovestat/seecolor/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-24 16:50:02 UTC,"Output colors used in literal vectors, palettes and plot objects (ggplot).",UTF-8,NA,NA,NA,NA,NA,NA,Shangchen Song <s.song@ufl.edu>,NA,2023-02-24 16:40:30 UTC; ss,NA,NA,NA,NA,View Colors Used in R Objects in the Console,NA,https://github.com/lovestat/seecolor,NA,knitr,NA,NA,NA,2023-02-24,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.seecolor,TRUE,FALSE,TRUE,FALSE,1
shadowtext,0.1.4,NA,R (>= 3.4.0),"ggplot2, grid, scales",NA,"knitr, rmarkdown, prettydoc",NA,Artistic-2.0,NA,NA,NA,NA,a71bf4ffb6c834864bf961f7866bb032,no,NA,"Guangchuang Yu [aut, cre]","person(""Guangchuang"", ""Yu"", email = ""guangchuangyu@gmail.com"", role = c(""aut"", ""cre""))",NA,https://github.com/GuangchuangYu/shadowtext/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-18 07:00:01 UTC,"Implement shadowtextGrob() for 'grid' and geom_shadowtext() layer for 'ggplot2'.
             These functions create/draw text grob with background shadow.",UTF-8,NA,NA,NA,NA,NA,NA,Guangchuang Yu <guangchuangyu@gmail.com>,NA,2024-07-18 06:25:24 UTC; HUAWEI,NA,NA,NA,NA,Shadow Text Grob and Layer,NA,https://github.com/GuangchuangYu/shadowtext/,NA,knitr,NA,NA,NA,2024-07-18,NA,"dce, ggkegg, lipidomeR, ResIN, SUMMER, tastypie",NA,"ggsc, ggtree, meme, MicrobiotaProcess, SmCCNet",NA,NA,10.32614/CRAN.package.shadowtext,TRUE,FALSE,TRUE,FALSE,1
sherlock,0.7.0,NA,R (>= 2.10),"magrittr, rlang (>= 0.4.11), forcats, ggplot2, dplyr, tidyr,
cowplot, scales, ggh4x, stringr, plotly, readr, openxlsx,
purrr, fs, rstudioapi, tidytext",NA,roxygen2,NA,MIT + file LICENSE,NA,NA,NA,NA,9c2da93876afee8b36f5dff5101de5ba,no,NA,"Gabor Szabo [aut, cre]","c( 
    person(given = ""Gabor"", family = ""Szabo"", email = ""gabor.attila.szabo@gmail.com"", role = c(""aut"", ""cre"")))",NA,https://github.com/gaboraszabo/sherlock/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-11 23:50:02 UTC,"Powerful graphical displays and statistical tools for structured problem solving and diagnosis. 
    The functions of the 'sherlock' package are especially useful for applying the process of elimination as a problem diagnosis technique.
    The 'sherlock' package was designed to seamlessly work with the 'tidyverse' set of packages and provides a collection of graphical displays 
    built on top of the 'ggplot' and 'plotly' packages, such as different kinds of small multiple plots as well as helper functions such as 
    adding reference lines, normalizing observations, reading in data or saving analysis results in an Excel file.
    References:
    David Hartshorne (2019, ISBN: 978-1-5272-5139-7).
    Stefan H. Steiner, R. Jock MacKay (2005, ISBN: 0873896467).",UTF-8,NA,NA,true,NA,NA,NA,Gabor Szabo <gabor.attila.szabo@gmail.com>,NA,2023-06-11 23:37:47 UTC; gabor,NA,NA,NA,NA,Graphical Displays for Structured Problem Solving and Diagnosis,NA,"https://github.com/gaboraszabo/sherlock,
https://gaboraszabo.github.io/sherlock/",NA,NA,NA,NA,NA,2023-06-11,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.sherlock,TRUE,FALSE,TRUE,FALSE,1
smplot2,0.2.5,NA,R (>= 3.4.0),"ggplot2, graphics, ggpubr, cowplot, rlang, tibble, dplyr,
grid, utils, pwr, stats, Hmisc, zoo, patchwork",NA,NA,NA,GPL-2,NA,NA,NA,NA,382a1a21c0a17356cca7aecdf57eb05a,no,NA,"Seung Hyun Min [aut, cre]","
    person(
      given = ""Seung Hyun"",
      family = ""Min"",
      role = c(""aut"", ""cre""),
      email = ""seung.min@mail.mcgill.ca""
    )",NA,https://github.com/smin95/smplot2/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-01-26 09:50:02 UTC,Provides functions for creating and annotating a composite plot in 'ggplot2'. Offers background themes and shortcut plotting functions that produce figures that are appropriate for the format of scientific journals. Some methods are described in Min and Zhou (2021) <doi:10.3389/fgene.2021.802894>.,UTF-8,NA,NA,NA,NA,NA,NA,Seung Hyun Min <seung.min@mail.mcgill.ca>,NA,2025-01-26 01:49:22 UTC; sammi,NA,NA,NA,NA,"Create Standalone and Composite Plots in 'ggplot2' for
Publications",Package,https://smin95.github.io/dataviz/,NA,NA,NA,NA,NA,2025-01-26,NA,ggsem,NA,NA,NA,NA,10.32614/CRAN.package.smplot2,TRUE,FALSE,TRUE,FALSE,1
snplinkage,1.2.0,NA,"R (>= 2.15), GWASTools (>= 1.10.1)","biomaRt, cowplot, data.table, gdsfmt, ggplot2, ggrepel, grid,
grDevices, gtable, knitr, magrittr, methods, parallel,
reshape2, SNPRelate, stats, utils",NA,"rmarkdown, testthat",NA,GPL-3,NA,NA,NA,NA,dfb94c299d9190b92f074c18f1c33b9d,no,NA,"Thomas Charlon [aut, cre] (<https://orcid.org/0000-0001-7497-0470>),
  Karl Forner [aut],
  Alessandro Di Cara [aut],
  Jérôme Wojcik [aut]","c(
  person(""Thomas"", ""Charlon"", role = c(""aut"", ""cre""), email = ""charlon@protonmail.com"", comment = c(ORCID = ""0000-0001-7497-0470"")),
  person(""Karl"", ""Forner"", role = ""aut""),
  person(""Alessandro"", ""Di Cara"", role = ""aut""),
  person(""Jérôme"", ""Wojcik"", role = ""aut""))",NA,https://gitlab.com/thomaschln/snplinkage/-/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-09 19:10:02 UTC,"Linkage disequilibrium visualizations of up to several hundreds of single nucleotide polymorphisms (SNPs), annotated with chromosomic positions and gene names. Two types of plots are available for small numbers of SNPs (<40) and for large numbers (tested up to 500). Both can be extended by combining other ggplots, e.g. association studies results, and functions enable to directly visualize the effect of SNP selection methods, as minor allele frequency filtering and TagSNP selection, with a second correlation heatmap. The SNPs correlations are computed on Genotype Data objects from the 'GWASTools' package using the 'SNPRelate' package, and the plots are customizable 'ggplot2' and 'gtable' objects and are annotated using the 'biomaRt' package. Usage is detailed in the vignette with example data and results from up to 500 SNPs of 1,200 scans are in Charlon T. (2019) <doi:10.13097/archive-ouverte/unige:161795>.",UTF-8,NA,NA,NA,NA,NA,NA,Thomas Charlon <charlon@protonmail.com>,NA,2024-09-09 16:07:26 UTC; root,NA,NA,NA,NA,"Single Nucleotide Polymorphisms Linkage Disequilibrium
Visualizations",NA,https://gitlab.com/thomaschln/snplinkage,NA,knitr,NA,NA,NA,2024-09-09,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.snplinkage,TRUE,FALSE,TRUE,FALSE,1
spacejamr,0.2.1,NA,R (>= 3.5),"crsuggest, dplyr, ggraph, ggplot2, igraph, magrittr, sf,
spatstat.random, spatstat.geom, ggthemes",NA,"covr, testthat (>= 3.0.0)",NA,MIT + file LICENSE,NA,NA,NA,NA,295900121cc8edb532671f227c4055ad,no,NA,"Darren Colby [aut, cre] (<https://orcid.org/0000-0001-8468-2755>)","
    person(given = ""Darren"",
           family = ""Colby"",
           role = c(""aut"", ""cre""),
           email = ""dscolby17@gmail.com"",
           comment = c(ORCID = ""0000-0001-8468-2755""))",NA,https://github.com/dscolby/spacejamr/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-01 20:10:02 UTC,"Social network analysis is becoming commonplace in many social 
    science disciplines, but access to useful network data, especially 
    among marginalized populations, still remains a formidable challenge. 
    This package mitigates that problem by providing tools to simulate spatial 
    Bernoulli networks as proposed in Carter T. Butts 
    (2002, ISBN:978-0-493-72676-2), ""Spatial models of large-scale interpersonal            
    networks."" Using this package, network analysts can simulate a spatial point 
    process or sequence with a given number of nodes inside a geographical 
    boundary and estimate the probability of a tie formation between all node 
    pairs. When simulating a network, an analyst can choose between five spatial
    interaction functions. The package also enables quick comparison of summary             
    statistics for simulated networks and provides simple to use plotting 
    methods for its classes that return plots which can be further refined with 
    the 'ggplot2' package.",UTF-8,NA,NA,true,NA,NA,NA,Darren Colby <dscolby17@gmail.com>,NA,2022-04-01 19:53:24 UTC; publicuser,NA,NA,NA,NA,Simulate Spatial Bernoulli Networks,NA,https://github.com/dscolby/spacejamr,NA,NA,NA,NA,NA,2022-04-01,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.spacejamr,TRUE,FALSE,TRUE,FALSE,1
spbabel,0.6.0,NA,R (>= 3.2.3),"dplyr, methods, sp, tibble, rlang, pkgconfig",NA,"testthat, ggplot2, raster, sf, rmarkdown, covr, trip, viridis",NA,GPL-3,NA,NA,NA,NA,df4e821049b1c287931ca6575216a911,no,NA,"Michael D. Sumner [aut, cre]","c(person(""Michael D."",""Sumner"", role = c(""aut"", ""cre""), email = ""mdsumner@gmail.com""))",NA,https://github.com/mdsumner/spbabel/issues,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-03-12 10:20:11 UTC,"Tools to convert from specific formats to more general forms of 
    spatial data. Using tables to store the actual entities present in spatial
    data provides flexibility, and the functions here deliberately 
    minimize the level of interpretation applied, leaving that for specific 
    applications. Includes support for simple features,  round-trip for 'Spatial' classes and long-form 
    tables, analogous to 'ggplot2::fortify'. There is also a more 'normal form' representation
    that decomposes simple features and their kin to tables of objects, parts, and unique coordinates. ",UTF-8,NA,NA,yes,NA,NA,NA,Michael D. Sumner <mdsumner@gmail.com>,NA,2023-03-12 09:59:11 UTC; mdsumner,NA,NA,NA,NA,Convert Spatial Data Using Tidy Tables,Package,https://mdsumner.github.io/spbabel/,NA,NA,NA,NA,NA,2023-03-12,NA,angstroms,NA,NA,NA,NA,10.32614/CRAN.package.spbabel,TRUE,FALSE,TRUE,FALSE,1
sportyR,2.2.2,NA,R (>= 3.3),"ggfittext, ggplot2, glue, grid, rlang",NA,"data.table, gganimate, testthat (>= 3.0.0), knitr, rmarkdown,
curl",NA,GPL (>= 3),NA,NA,NA,NA,b2e8904039c4711014d8150288c9ff39,no,NA,"Ross Drucker [aut, cre] (<https://orcid.org/0000-0002-0688-0235>)","
    c(
      person(
        given = ""Ross"",
        family = ""Drucker"",
        role = c(""aut"", ""cre""),
        email = ""ross.a.drucker@gmail.com"",
        comment = c(ORCID = ""0000-0002-0688-0235"")
      )
    )",NA,https://github.com/sportsdataverse/sportyR/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-02-15 10:10:02 UTC,"Create scaled 'ggplot' representations of playing surfaces.
    Playing surfaces are drawn pursuant to rule-book specifications.
    This package should be used as a baseline plot for displaying any type of
    tracking data.",UTF-8,NA,NA,NA,NA,NA,NA,Ross Drucker <ross.a.drucker@gmail.com>,NA,2024-02-15 09:40:43 UTC; rossdrucker,NA,NA,NA,"pandoc (>= 1.12.3), pandoc-citeproc",Plot Scaled 'ggplot' Representations of Sports Playing Surfaces,NA,"https://sportyr.sportsdataverse.org/,
https://github.com/sportsdataverse/sportyR",NA,knitr,NA,NA,NA,2024-02-15,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.sportyR,TRUE,FALSE,TRUE,FALSE,1
stevethemes,0.1.0,NA,R (>= 3.5.0),"ggplot2 (>= 3.3.0), rlang (>= 1.0.0), systemfonts",NA,NA,NA,MIT + file LICENSE,NA,NA,NA,NA,958de5bd6a56070500019241d0eb50de,no,NA,"Steve Miller [aut, cre] (<https://orcid.org/0000-0003-4072-6263>),
  Accademia di Belle Arti di Urbino [ctb] (Principal design of Titillium
    Web font),
  Steve Matteson [ctb] (Designer of Open Sans),
  Erik Spiekermann [ctb] (Designer of Fira Sans),
  Ralph du Carrois [ctb] (Designer of Fira Sans),
  Sebastian Kosch [ctb] (Design initiator for Crimson Pro),
  Jacques Le Bailly [ctb] (Designer of Crimson Pro)","c(person(""Steve"", ""Miller"",
                  email = ""steven.v.miller@gmail.com"", 
                  role = c(""aut"", ""cre""),
                  comment = c(ORCID = ""0000-0003-4072-6263"")),
             person(""Accademia di Belle Arti di Urbino"",
             comment = ""Principal design of Titillium Web font"",
             role = c(""ctb"")),
             person(""Steve"", ""Matteson"",
             comment = ""Designer of Open Sans"",
             role = c(""ctb"")),
             person(""Erik"", ""Spiekermann"",
             comment = ""Designer of Fira Sans"",
             role = c(""ctb"")),
             person(""Ralph"", ""du Carrois"",
             comment = ""Designer of Fira Sans"",
             role = c(""ctb"")),
             person(""Sebastian"", ""Kosch"",
             comment = ""Design initiator for Crimson Pro"",
             role = c(""ctb"")),
             person(""Jacques"", ""Le Bailly"",
             comment = ""Designer of Crimson Pro"",
             role = c(""ctb""))
                  )",NA,https://github.com/svmiller/stevethemes/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-31 16:50:02 UTC,"This is a compilation of my preferred themes and
    related theme elements for 'ggplot2'. I believe these themes
    and theme elements are aesthetically pleasing, both for pedagogical 
    instruction and for the presentation of applied statistical research to a wide
    audience. These themes imply routine use of easily obtained/free fonts, simple
    forms of which are included in this package.",UTF-8,NA,NA,true,NA,NA,NA,Steve Miller <steven.v.miller@gmail.com>,NA,2023-01-31 08:01:04 UTC; steve,NA,NA,NA,NA,Steve's 'ggplot2' Themes and Related Theme Elements,Package,http://svmiller.com/stevethemes/,NA,NA,NA,NA,NA,2023-01-31,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.stevethemes,TRUE,FALSE,TRUE,FALSE,1
sugarglider,1.0.3,NA,R (>= 3.0.0),"dplyr, ggplot2",NA,"testthat (>= 3.0.0), ggplotify, tidyr, grid, lubridate,
knitr, rmarkdown, gridExtra, ozmaps, sf, tidyverse, viridis,
ggthemes, vdiffr, kableExtra, ggiraph, jsonlite, httr, usmap,
geosphere, purrr",NA,MIT + file LICENSE,NA,NA,NA,NA,df2465458503d646d4fd28f04d842079,no,NA,"Maliny Po [aut, cre, cph] (<https://orcid.org/0009-0008-4686-6631>),
  S. Nathan Yang [aut] (<https://orcid.org/0009-0002-9985-1042>),
  H. Sherry Zhang [ctb] (<https://orcid.org/0000-0002-7122-1463>),
  Dianne Cook [ctb] (<https://orcid.org/0000-0002-3813-7155>)","c(
    person(""Maliny"", ""Po"", , ""malinypo12@gmail.com"", role = c(""aut"", ""cre"", ""cph""),
           comment = c(ORCID = ""0009-0008-4686-6631"")),
    person(""S. Nathan"", ""Yang"", , ""nathan.s.yang@gmail.com"", role = ""aut"",
           comment = c(ORCID = ""0009-0002-9985-1042"")),
    person(""H. Sherry"", ""Zhang"", , ""huizezhangsh@gmail.com"", role = ""ctb"",
           comment = c(ORCID = ""0000-0002-7122-1463"")),
    person(""Dianne"", ""Cook"", , ""dicook@monash.edu"", role = ""ctb"",
           comment = c(ORCID = ""0000-0002-3813-7155""))
  )",NA,https://github.com/maliny12/sugarglider/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-10-24 14:10:02 UTC,"Provides 'ggplot2' extensions to construct glyph-maps for visualizing seasonality in spatiotemporal data. See the Journal of Statistical Software reference: Zhang, H. S., Cook, D., Laa, U., Langrené, N., & Menéndez, P. (2024) <doi:10.18637/jss.v110.i07>. The manuscript for this package is currently under preparation and can be found on GitHub at <https://github.com/maliny12/paper-sugarglider>. ",UTF-8,NA,NA,true,NA,NA,NA,Maliny Po <malinypo12@gmail.com>,NA,2024-10-22 01:05:21 UTC; malinypo,NA,NA,NA,NA,Create Glyph-Maps of Spatiotemporal Data,Package,"https://maliny12.github.io/sugarglider/,
https://github.com/maliny12/sugarglider",NA,knitr,NA,NA,NA,2024-10-24,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.sugarglider,TRUE,FALSE,TRUE,TRUE,2
sugrrants,0.2.9,NA,"ggplot2 (>= 2.2.0), R (>= 3.1.3)","dplyr (>= 0.8.0), grid, gtable, lubridate (>= 1.7.1), rlang
(>= 0.2.0)",NA,"covr, knitr, plotly, readr, rmarkdown, testthat, tidyr,
tsibble (>= 0.8.0), viridis",NA,GPL (>= 3),NA,NA,NA,NA,709076892cee8db8b196ddc65eb5f852,no,NA,"Earo Wang [aut, cre] (<https://orcid.org/0000-0001-6448-5260>),
  Di Cook [aut, ths] (<https://orcid.org/0000-0002-3813-7155>),
  Rob Hyndman [aut, ths] (<https://orcid.org/0000-0002-2140-5352>)","
    c(person(given = ""Earo"",
             family = ""Wang"",
             role = c(""aut"", ""cre""),
             email = ""earo.wang@gmail.com"",
             comment = c(ORCID = ""0000-0001-6448-5260"")),
      person(given = ""Di"",
             family = ""Cook"",
             role = c(""aut"", ""ths""),
             comment = c(ORCID = ""0000-0002-3813-7155"")),
      person(given = ""Rob"",
             family = ""Hyndman"",
             role = c(""aut"", ""ths""),
             comment = c(ORCID = ""0000-0002-2140-5352"")))",NA,https://github.com/earowang/sugrrants/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-03-12 05:20:03 UTC,"Provides 'ggplot2' graphics for analysing time
    series data. It aims to fit into the 'tidyverse' and grammar of
    graphics framework for handling temporal data.",UTF-8,NA,en-GB,true,NA,NA,NA,Earo Wang <earo.wang@gmail.com>,NA,2024-03-12 00:50:48 UTC; earo,NA,NA,NA,NA,Supporting Graphs for Analysing Time Series,NA,https://pkg.earo.me/sugrrants/,NA,knitr,NA,NA,NA,2024-03-12,NA,packageRank,NA,NA,NA,NA,10.32614/CRAN.package.sugrrants,TRUE,FALSE,TRUE,FALSE,1
